url,urim_total,carbon_date,age,cd_year
3cs.lk,486,2012-03-25 0:00:00,3900,2012 
abansit.lk,92,2017-01-14 0:00:00,2144,2017 
ada.lk,1557,2012-01-02 0:00:00,3983,2012 
adaderana.lk,15483,2008-09-29 0:00:00,5173,2008 
adhere.lk,42,2019-10-23 0:00:00,1132,2019 
agaram.lk,78,2015-05-14 0:00:00,2755,2015 
agrarianvav.lk,16,2018-12-03 0:00:00,1456,2018 
ahmadtea.lk,15,2021-01-19 0:00:00,678,2021 
airport.lk,607,2000-08-16 0:00:00,8139,2000 
airtel.lk,947,2007-05-13 0:00:00,5678,2007 
aithiya.lk,183,2014-06-10 0:00:00,3093,2014 
akaza.lk,24,2014-12-31 0:00:00,2889,2014 
akbar.com,660,1997-09-20 0:00:00,9200,1997 
alphabusiness.lk,16,2019-07-31 0:00:00,1216,2019 
anybanq.lk,16,2021-08-05 0:00:00,480,2021 
apictures.lk,43,2016-01-09 0:00:00,2515,2016 
apiit.lk,355,2000-01-04 0:00:00,8364,2000 
appleasia.lk,39,2018-07-03 0:00:00,1609,2018 
applications.lk,182,2017-01-04 0:00:00,2154,2017 
architectssrilanka.org,37,2009-11-28 0:00:00,4748,2009 
aruna.lk,293,2018-08-03 0:00:00,1578,2018 
asiangrammar.lk,89,2012-09-04 0:00:00,3737,2012 
asianmirror.lk,502,2011-04-28 0:00:00,4232,2011 
asiasecurities.lk,127,2010-06-15 0:00:00,4549,2010 
asirihardware.lk,18,2021-04-16 0:00:00,591,2021 
atimes.com,29520,1998-11-02 0:00:00,8792,1998 
atimes.com,8,2018-11-08 0:00:00,1481,2018 
aussie.lk,15,2021-04-16 0:00:00,591,2021 
australianwellness.lk,9,2011-01-02 0:00:00,4348,2011 
b2b.lk,73,2013-01-21 0:00:00,3598,2013 
baiscope.lk,122,2013-07-27 0:00:00,3411,2013 
bamgreen.lk,150,1997-12-19 0:00:00,9110,1997 
barclays.lk,620,2017-01-30 0:00:00,2128,2017 
barnhouse.lk,73,2007-02-12 0:00:00,5768,2007 
bata.lk,113,2018-01-28 0:00:00,1765,2018 
bepost.lk,8,2011-04-27 0:00:00,4233,2011 
bookhunter.lk,28,2003-08-07 0:00:00,7053,2003 
britishcouncil.lk,1486,2020-03-28 0:00:00,975,2020 
bu.lk,318,2000-12-08 0:00:00,8025,2000 
budusarana.lk,155,2009-06-20 0:00:00,4909,2009 
buonappetitofoods.lk,61,2017-05-16 0:00:00,2022,2017 
buyserandib.lk,1,2011-12-03 0:00:00,4013,2011 
caa.gov.lk,189,2022-01-20 0:00:00,312,2022 
caa.lk,1007,2010-06-22 0:00:00,4542,2010 
cal.lk,119,2004-09-08 0:00:00,6655,2004 
camerapro.lk,37,2014-12-17 0:00:00,2903,2014 
campusone.lk,4,2015-06-26 0:00:00,2712,2015 
capitaltrust.lk,353,2022-03-10 0:00:00,263,2022 
carbonnews.lk,3,2009-07-04 0:00:00,4895,2009 
careka.lk,41,2022-04-24 0:00:00,218,2022 
casrilanka.com,291,2020-08-06 0:00:00,844,2020 
catchme.lk,405,2011-10-23 0:00:00,4054,2011 
cbsl.gov.lk,2,2007-05-03 0:00:00,5681,2007 
cbsl.gov.lk,1925,2012-12-20 0:00:00,3623,2012 
cbsl.lk,70,2001-04-30 0:00:00,7882,2001 
cda.gov.lk,59,2015-04-30 0:00:00,2769,2015 
celltronics.lk,388,2010-12-15 0:00:00,4366,2010 
certislankacourier.com,138,2012-04-26 0:00:00,3868,2012 
ceslerp.lk,191,2015-11-16 0:00:00,2569,2015 
ceyentra.lk,2,2021-04-21 0:00:00,586,2021 
ceylonlanka.info,374,2022-11-27 0:00:00,1,2022 
chamber.lk,575,2022-11-28 0:00:00,0,2022 
chargenet.lk,93,2015-09-20 0:00:00,2626,2015 
cheflanka.com.au,91,2012-12-13 0:00:00,3637,2012 
chordslankalk.com,113,2014-08-20 0:00:00,3022,2014 
chordssrilanka.com,189,2014-03-04 0:00:00,3191,2014 
chta.lk,2,2022-05-04 0:00:00,208,2022 
cida.gov.lk,92,2017-12-11 0:00:00,1813,2017 
cineru.lk,100,2020-02-13 0:00:00,1019,2020 
citizenslanka.org,92,2016-04-11 0:00:00,2422,2016 
cityads.lk,42,2021-02-21 0:00:00,645,2021 
clubpalmbay.lk,37,2017-07-26 0:00:00,1951,2017 
col3negoriginal.lk,1476,2012-04-25 0:00:00,3869,2012 
colombopage.com,16832,2000-11-09 0:00:00,8054,2000 
colombopost.lk,16,2008-01-01 0:00:00,5445,2008 
colombotimes.lk,165,2018-10-15 0:00:00,1505,2018 
combank.lk,297,2001-03-14 0:00:00,7929,2001 
contacts.lk,46,2019-05-22 0:00:00,1286,2019 
corn.lk,2,2022-03-25 0:00:00,248,2022 
cryptonationacademy.lk,5,2021-05-16 0:00:00,561,2021 
cse.lk,860,2001-01-18 0:00:00,7984,2001 
cupertino.lk,2,2022-10-05 0:00:00,54,2022 
cyberdeals.lk,30,2020-01-03 0:00:00,1060,2020 
dailyceylon.lk,103,2016-05-13 0:00:00,2390,2016 
dailymirror.lk,23296,2001-11-24 0:00:00,7674,2001 
dailynews.lk,17664,2022-11-28 0:00:00,0,2022 
daph.gov.lk,218,2020-09-04 0:00:00,815,2020 
dea.gov.lk,55,2011-12-30 0:00:00,3986,2011 
dealhub.lk,23,2013-07-11 0:00:00,3427,2013 
defence.lk,1347,2006-06-13 0:00:00,6012,2006 
dekma.lk,18,2014-02-17 0:00:00,3206,2014 
desertcart.lk,85,2020-05-02 0:00:00,940,2020 
deshaya.lk,888,2014-06-19 0:00:00,3084,2014 
dialog.lk,1553,1998-07-13 0:00:00,8904,1998 
dilmahtea.com,889,1998-10-02 0:00:00,8823,1998 
dinamina.lk,9761,2003-04-08 0:00:00,7174,2003 
dlb.lk,851,2003-01-22 0:00:00,7250,2003 
dnc.lk,13,2020-09-24 0:00:00,795,2020 
doc.lk,100,2015-12-10 0:00:00,2545,2015 
documents.gov.lk,13678,2004-08-16 0:00:00,6678,2004 
doenets.lk,954,2001-12-29 0:00:00,7639,2001 
domains.lk,136,2014-10-16 0:00:00,2965,2014 
dos.lk,8,2019-06-22 0:00:00,1255,2019 
dotlinklanka.lk,2,2021-11-30 0:00:00,363,2021 
dpcode.lk,10,2021-12-24 0:00:00,339,2021 
drc.gov.lk,416,2020-04-12 0:00:00,960,2020 
dscsc.lk,299,2011-06-20 0:00:00,4179,2011 
eastlink.lk,167,2021-12-03 0:00:00,360,2021 
ecell.lk,34,2020-12-05 0:00:00,723,2020 
echelon.lk,87,2012-12-30 0:00:00,3620,2012 
edb.gov.lk,169,2003-02-21 0:00:00,7220,2003 
edukinniya.lk,17,2021-06-23 0:00:00,523,2021 
edutoys.lk,21,2019-11-19 0:00:00,1105,2019 
eelamweb.com,583,1998-04-19 0:00:00,8989,1998 
egrn.lk,6,2022-05-02 0:00:00,210,2022 
emerald.lk,114,2002-06-16 0:00:00,7470,2002 
en.wikipedia.org,80038,2002-11-30 0:00:00,7303,2002 
enenapiyasa.lk,45,2020-04-22 0:00:00,950,2020 
energy.gov.lk,186,2005-04-21 0:00:00,6430,2005 
eprice.lk,22,2020-08-05 0:00:00,845,2020 
erd.gov.lk,373,2001-03-01 0:00:00,7942,2001 
eslims.gov.lk,27,2013-09-14 0:00:00,3362,2013 
esn.ac.lk,1133,2003-10-21 0:00:00,6978,2003 
esoft.lk,298,2004-06-03 0:00:00,6752,2004 
etenders.lk,218,2012-05-30 0:00:00,3834,2012 
evclub.lk,40,2016-01-30 0:00:00,2494,2016 
export-lanka.com,74,2013-07-07 0:00:00,3431,2013 
fame.lk,59,2012-11-11 0:00:00,3669,2012 
fastbuy.lk,84,2013-09-25 0:00:00,3351,2013 
fastnews.lk,104,2015-06-01 0:00:00,2737,2015 
fds.ac.lk,6,2019-05-23 0:00:00,1285,2019 
firstcapital.lk,146,2011-11-24 0:00:00,4022,2011 
flich.lk,5,2013-08-06 0:00:00,3401,2013 
flytolanka.com,4,2022-05-10 0:00:00,202,2022 
galileo.lk,53,2003-02-21 0:00:00,7220,2003 
gamestreet.lk,110,2018-01-18 0:00:00,1775,2018 
gic.gov.lk,671,2006-05-05 0:00:00,6051,2006 
glm.lk,1,2020-11-01 0:00:00,757,2020 
glomark.lk,44,2020-05-09 0:00:00,933,2020 
goldfm.lk,10604,2010-06-21 0:00:00,4543,2010 
google.lk,34719,2005-11-25 0:00:00,6212,2005 
gossiplanka-hotnews.com,202,2014-08-23 0:00:00,3019,2014 
gossiplankanews.com,2957,2010-06-16 0:00:00,4548,2010 
gossipmachan.lk,31,2018-08-11 0:00:00,1570,2018 
gov.lk,11117,2001-02-12 0:00:00,7959,2001 
govdoc.lk,66,2016-07-31 0:00:00,2311,2016 
govjob.lk,91,2016-09-19 0:00:00,2261,2016 
greasemonkey.lk,90,2016-11-23 0:00:00,2196,2016 
greenline.lk,100,2011-06-12 0:00:00,4187,2011 
gshealth.lk,103,2012-07-05 0:00:00,3798,2012 
hanika.lk,130,2015-09-08 0:00:00,2638,2015 
headlinenews.lk,32,2019-06-20 0:00:00,1257,2019 
health.gov.lk,1086,2002-03-26 0:00:00,7552,2002 
helakuru.lk,87,2017-02-02 0:00:00,2125,2017 
hirufm.lk,1455,2010-03-03 0:00:00,4653,2010 
hirunews.lk,4021,2011-05-06 0:00:00,4224,2011 
hitwicket.lk,128,2016-08-31 0:00:00,2280,2016 
hnb.lk,522,2000-11-14 0:00:00,8049,2000 
hogwa.lk,9,2018-03-22 0:00:00,1712,2018 
horizoncampus.edu.lk,725,2010-10-19 0:00:00,4423,2010 
house.lk,143,2009-05-08 0:00:00,4952,2009 
hsbc.lk,752,1999-10-22 0:00:00,8438,1999 
hungrill.lk,55,2017-10-23 0:00:00,1862,2017 
hutch.lk,804,2006-06-26 0:00:00,5999,2006 
ict-history.lk,37,2017-02-27 0:00:00,2100,2017 
idealsoft.lk,53,2017-01-25 0:00:00,2133,2017 
idealz.lk,99,2013-04-30 0:00:00,3499,2013 
ideamart.lk,518,2012-08-13 0:00:00,3759,2012 
idevice.lk,80,2015-10-10 0:00:00,2606,2015 
ido.lk,57,2016-09-09 0:00:00,2271,2016 
iit.ac.lk,931,2002-12-02 0:00:00,7301,2002 
ijse.lk,244,2011-06-12 0:00:00,4187,2011 
ikman.lk,1672,2012-06-22 0:00:00,3811,2012 
imagine.lk,146,2000-03-01 0:00:00,8307,2000 
imbs.lk,7,2020-01-29 0:00:00,1034,2020 
imexport.gov.lk,228,2002-05-13 0:00:00,7504,2002 
immigration.gov.lk,784,2002-05-21 0:00:00,7496,2002 
indeepa.edu.lk,5,2021-09-18 0:00:00,436,2021 
infolanka.com,1688,1996-12-23 0:00:00,9471,1996 
investsrilanka.com,907,2003-06-28 0:00:00,7093,2003 
ipay.lk,36,2018-01-15 0:00:00,1778,2018 
island.lk,25859,2000-06-18 0:00:00,8198,2000 
ispot.lk,11,2021-05-19 0:00:00,558,2021 
itnnews.lk,578,2009-09-06 0:00:00,4831,2009 
janet.lk,10,2021-06-17 0:00:00,529,2021 
janrichfoods.lk,73,2017-03-03 0:00:00,2096,2017 
jobpool.lk,1,2022-09-30 0:00:00,59,2022 
kelimandala.lk,254,2012-10-14 0:00:00,3697,2012 
kiki.lk,67,2018-04-04 0:00:00,1699,2018 
kiu.ac.lk,73,2018-06-11 0:00:00,1631,2018 
kln.ac.lk,1428,1998-11-17 0:00:00,8777,1998 
koombiyodelivery.lk,25,2019-02-15 0:00:00,1382,2019 
kuviyam.lk,16,2021-02-23 0:00:00,643,2021 
lacnet.org,579,1996-10-03 0:00:00,9552,1996 
lakbima.lk,3291,2001-11-29 0:00:00,7669,2001 
lakehouse.lk,775,2001-04-06 0:00:00,7906,2001 
lanka-micro.com,8,2021-12-13 0:00:00,350,2021 
lankaaththa.lk,14,2017-09-11 0:00:00,1904,2017 
lankabell.com,436,2003-05-25 0:00:00,7127,2003 
lankabusinessnews.com,300,2010-06-25 0:00:00,4539,2010 
lankabusinessonline.com,1351,2001-02-20 0:00:00,7951,2001 
lankacareersandtalents.com,8,2021-10-16 0:00:00,401,2021 
lankaclip.info,10,2021-04-19 0:00:00,581,2021 
lankacnews.com,1634,2009-08-18 0:00:00,4843,2009 
lankadatacenter.com,25,2018-08-05 0:00:00,1569,2018 
lankadeepa.lk,23061,2004-06-05 0:00:00,6743,2004 
lankaenews.com,938,2005-03-29 0:00:00,6453,2005 
lankagate.gov.lk,45,2013-07-17 0:00:00,3421,2013 
lankahost.lk,145,2007-08-09 0:00:00,5590,2007 
lankahost.net,259,2007-02-09 0:00:00,5771,2007 
lankahotnews.net,733,2010-11-20 0:00:00,4391,2010 
lankahq.net,679,2009-02-07 0:00:00,5042,2009 
lankalibrary.com,668,2001-02-13 0:00:00,7958,2001 
lankalinksystems.com,649,2003-05-05 0:00:00,7147,2003 
lankanewsweb.net,921,2012-04-19 0:00:00,3875,2012 
lankasara.com,77,2020-06-09 0:00:00,902,2020 
lankasathosa.lk,40,2018-05-10 0:00:00,1663,2018 
lankasri.com,2456,2002-10-18 0:00:00,7346,2002 
lankatimes.com,15213,2001-03-02 0:00:00,7941,2001 
lankatimes.lk,43,2016-04-26 0:00:00,2407,2016 
lankatruth.com,22361,2002-03-30 0:00:00,7548,2002 
lankaxpress.com,117,2011-09-24 0:00:00,4083,2011 
lankayurveda.com,4,2015-10-21 0:00:00,2595,2015 
lapcity.lk,8,2022-05-06 0:00:00,206,2022 
lgn2.gov.lk,10,2019-05-13 0:00:00,1295,2019 
lifemobile.lk,177,2016-01-24 0:00:00,2500,2016 
liveat8.lk,74,2016-03-07 0:00:00,2457,2016 
loanme.lk,17,2021-01-03 0:00:00,694,2021 
lolcfinance.lk,2,2021-12-16 0:00:00,347,2021 
lsplk.com,163,1998-01-29 0:00:00,9069,1998 
lucky1.lk,18,2020-01-03 0:00:00,1060,2020 
mawratanews.lk,106,2019-08-28 0:00:00,1188,2019 
maya.lk,95,2010-11-23 0:00:00,4388,2010 
maza.lk,33,2020-11-01 0:00:00,757,2020 
megapaysl.lk,41,2017-12-14 0:00:00,1810,2017 
melstahospitalsragama.lk,9,2021-03-23 0:00:00,615,2021 
meteo.gov.lk,269,2009-03-20 0:00:00,5001,2009 
mfa.gov.lk,1402,2009-07-19 0:00:00,4880,2009 
mmsrilanka.com,158,2011-04-16 0:00:00,4244,2011 
mobitel.lk,1313,2003-11-10 0:00:00,6958,2003 
moe.gov.lk,2049,2003-03-24 0:00:00,7189,2003 
mohe.gov.lk,356,2007-09-19 0:00:00,5549,2007 
motortraffic.gov.lk,415,2007-04-20 0:00:00,5701,2007 
mpclg.gov.lk,27,2018-12-26 0:00:00,1433,2018 
mrt.ac.lk,1366,1997-04-23 0:00:00,9350,1997 
musaeus.lk,187,2011-09-24 0:00:00,4083,2011 
myfly.lk,24,2018-07-28 0:00:00,1584,2018 
myshop.lk,180,2016-02-22 0:00:00,2471,2016 
mysoftlogic.lk,280,2014-03-09 0:00:00,3186,2014 
nanotek.lk,205,2017-06-11 0:00:00,1996,2017 
nation.lk,16633,2006-07-02 0:00:00,5993,2006 
natlib.lk,763,2002-05-25 0:00:00,7492,2002 
navy.lk,1027,2004-07-09 0:00:00,6716,2004 
nccsl.lk,239,2000-10-04 0:00:00,8090,2000 
ndbbank.com,448,2002-03-28 0:00:00,7550,2002 
ndbs.lk,152,2008-09-14 0:00:00,5188,2008 
nestle.lk,261,2011-11-04 0:00:00,4042,2011 
nethgossip.lk,984,2016-07-06 0:00:00,2336,2016 
nethnews.lk,3088,2016-06-19 0:00:00,2353,2016 
news.lk,19086,1998-12-02 0:00:00,8762,1998 
news19.lk,33,2021-01-19 0:00:00,678,2021 
news24.lk,370,2009-05-31 0:00:00,4929,2009 
newscutter.lk,36,2021-12-24 0:00:00,339,2021 
newsfirst.lk,22698,2009-02-07 0:00:00,5042,2009 
newsi.lk,34,2017-09-05 0:00:00,1910,2017 
newsline.lk,2,2020-08-10 0:00:00,840,2020 
newswire.lk,327,2003-11-18 0:00:00,6950,2003 
nexxcom.lk,79,2018-03-03 0:00:00,1731,2018 
nic.lk,1166,1998-01-19 0:00:00,9079,1998 
nie.lk,708,2005-10-22 0:00:00,6246,2005 
ninenews.lk,14,2021-10-13 0:00:00,411,2021 
nipponsolar.lk,70,2017-05-08 0:00:00,2030,2017 
nsb.lk,736,2018-03-06 0:00:00,1728,2018 
nsbm.ac.lk,80,2018-08-27 0:00:00,1554,2018 
nsf.ac.lk,960,2000-06-19 0:00:00,8197,2000 
ntc.gov.lk,187,2006-02-10 0:00:00,6128,2006 
nwpedu.lk,92,2022-08-02 0:00:00,118,2022 
ocbsrilanka.edu.lk,119,2016-03-14 0:00:00,2443,2016 
odiris.lk,26,2019-03-01 0:00:00,1368,2019 
on.lk,14,2010-06-01 0:00:00,4563,2010 
oncredit.lk,16,2021-05-09 0:00:00,568,2021 
onepay.lk,10,2020-10-28 0:00:00,761,2020 
onlineaccounting.lk,42,2018-02-06 0:00:00,1756,2018 
onlineexams.gov.lk,55,2018-11-29 0:00:00,1460,2018 
onlinejobs.lk,232,2017-12-01 0:00:00,1823,2017 
onlinekade.lk,87,2019-11-16 0:00:00,1108,2019 
openlearn.lk,45,2019-12-19 0:00:00,1075,2019 
ou.ac.lk,1041,1997-07-28 0:00:00,9254,1997 
payhere.lk,82,2016-03-24 0:00:00,2440,2016 
pchouse.lk,268,2001-01-21 0:00:00,7981,2001 
peoplespay.lk,19,2021-09-03 0:00:00,451,2021 
perfuma.lk,23,2018-12-26 0:00:00,1433,2018 
pgihs.ac.lk,66,2018-02-17 0:00:00,1745,2018 
pgihs.lk,146,2016-02-12 0:00:00,2481,2016 
phonebook.lk,116,2013-06-08 0:00:00,3460,2013 
pickme.lk,275,2015-03-20 0:00:00,2810,2015 
pixinn.net,76,2005-02-08 0:00:00,6502,2005 
pizzahut.lk,855,2001-10-22 0:00:00,7707,2001 
pmd.gov.lk,38,2016-01-13 0:00:00,2511,2016 
police.lk,1068,2000-04-20 0:00:00,8257,2000 
president.gov.lk,1954,2006-07-19 0:00:00,5976,2006 
primetuition.lk,11,2020-05-12 0:00:00,930,2020 
protean.com.lk,1,2021-05-11 0:00:00,566,2021 
protein.lk,52,2016-11-05 0:00:00,2214,2016 
ps.gov.lk,1,2013-08-18 0:00:00,3389,2013 
pubad.gov.lk,985,2003-03-03 0:00:00,7210,2003 
pucsl.gov.lk,217,2003-10-11 0:00:00,6988,2003 
pureceylontea.com,548,2002-08-02 0:00:00,7423,2002 
purewax.lk,32,2021-05-04 0:00:00,573,2021 
quickpay.lk,15,2015-06-15 0:00:00,2723,2015 
radicalsrilanka.com,40,2018-08-12 0:00:00,1569,2018 
radio.com.lk,251,2022-11-28 0:00:00,0,2022 
railway.gov.lk,598,2020-09-08 0:00:00,811,2020 
rainbowpages.lk,531,2006-08-24 0:00:00,5933,2006 
rata.lk,36,2022-11-28 0:00:00,0,2022 
rda.gov.lk,387,2002-11-08 0:00:00,7325,2002 
redlinetech.lk,217,2012-08-22 0:00:00,3750,2012 
reecha.lk,20,2019-11-30 0:00:00,1087,2019 
regen.lk,42,2022-11-28 0:00:00,0,2022 
rgd.gov.lk,204,2006-12-08 0:00:00,5834,2006 
rjt.ac.lk,712,2008-01-30 0:00:00,5416,2008 
ruh.ac.lk,1160,2000-04-27 0:00:00,8250,2000 
saaravita.lk,627,2016-03-13 0:00:00,2451,2016 
sambole.lk,92,2017-08-11 0:00:00,1935,2017 
sampath.lk,577,1997-12-19 0:00:00,9110,1997 
sarigama.lk,494,2013-05-05 0:00:00,3494,2013 
sd.lk,38,2017-05-31 0:00:00,2007,2017 
selanie.lk,14,2002-10-19 0:00:00,7345,2002 
sellx.lk,57,2018-08-05 0:00:00,1576,2018 
sense.lk,188,2006-01-15 0:00:00,6161,2006 
seosrilanka.net,88,2012-04-26 0:00:00,3868,2012 
serenediva.lk,20,2020-11-12 0:00:00,746,2020 
seylan.lk,230,1997-07-17 0:00:00,9265,1997 
seylanbank.lk,6,2019-05-28 0:00:00,1280,2019 
sgs.lk,162,2012-05-17 0:00:00,3847,2012 
shophere.lk,38,2020-01-23 0:00:00,1040,2020 
sigmafeet.lk,62,2015-08-17 0:00:00,2660,2015 
silumina.lk,16447,2001-04-03 0:00:00,7909,2001 
singhagiri.lk,453,2001-10-23 0:00:00,7706,2001 
siyadesa.lk,160,2016-06-27 0:00:00,2345,2016 
sjp.ac.lk,1322,1998-02-27 0:00:00,9040,1998 
skyjobs.lk,204,2014-08-21 0:00:00,3021,2014 
slbc.lk,14185,2004-08-17 0:00:00,6677,2004 
slbcnews.lk,3,2022-11-16 0:00:00,12,2022 
slbfe.lk,954,1999-08-10 0:00:00,8511,1999 
slembassyusa.org,3290,2003-01-18 0:00:00,7254,2003 
sliit.lk,1431,2000-10-04 0:00:00,8090,2000 
sliitacademy.lk,20,2020-02-09 0:00:00,1023,2020 
sllc.ac.lk,477,2010-12-16 0:00:00,4358,2010 
slmix.lk,54,2018-05-08 0:00:00,1658,2018 
slpa.lk,546,1998-10-21 0:00:00,8804,1998 
slpost.gov.lk,3512,2007-02-03 0:00:00,5777,2007 
slpost.lk,236,2003-07-16 0:00:00,7075,2003 
slsi.lk,233,2006-07-11 0:00:00,5984,2006 
slt.lk,1967,1997-07-10 0:00:00,9272,1997 
sltda.gov.lk,631,2009-05-23 0:00:00,4937,2009 
sltdigital.lk,3,2022-07-11 0:00:00,133,2022 
sltdirectory.lk,2,2022-03-03 0:00:00,270,2022 
songhub.lk,31,2019-08-30 0:00:00,1186,2019 
sooriyanfm.lk,618,2010-03-04 0:00:00,4652,2010 
spar.lk,22,2018-10-02 0:00:00,1518,2018 
sprpta.lk,169,2010-09-22 0:00:00,4450,2010 
srilankacricket.lk,993,2004-02-22 0:00:00,6854,2004 
srilankaembassyrome.org,794,2011-01-17 0:00:00,4333,2011 
srilankaequity.forumotion.com,54,2019-04-07 0:00:00,1331,2019 
srilankaimporter.com,63,2017-01-06 0:00:00,2152,2017 
srilankamirror.com,1190,2010-10-30 0:00:00,4412,2010 
srilankan.aero,726,2002-04-17 0:00:00,7530,2002 
srilankan.com,1761,1999-11-27 0:00:00,8402,1999 
srilankanmatrimony.com,415,2006-08-23 0:00:00,5941,2006 
statistics.gov.lk,1676,2000-03-04 0:00:00,8304,2000 
stcmount.edu.lk,233,2013-07-30 0:00:00,3408,2013 
studyabroadguru.lk,13,2021-03-31 0:00:00,607,2021 
syzygy.lk,12,2021-04-29 0:00:00,577,2021 
tab.lk,173,2014-05-07 0:00:00,3127,2014 
tamilguru.lk,15,2022-01-29 0:00:00,302,2022 
tamilmirror.lk,17133,2022-11-28 0:00:00,0,2022 
tamilnet.com,23065,1997-01-13 0:00:00,9450,1997 
tecroot.lk,28,2020-03-28 0:00:00,975,2020 
thamilan.lk,151,2011-10-07 0:00:00,4070,2011 
thegrand.lk,25,2016-07-05 0:00:00,2337,2016 
theleader.lk,89,2019-06-21 0:00:00,1256,2019 
themorning.lk,219,2018-05-20 0:00:00,1653,2018 
thinakkural.lk,612,2013-04-18 0:00:00,3511,2013 
timesjobs.lk,298,2010-09-24 0:00:00,4448,2010 
timesonline.lk,178,2008-04-14 0:00:00,5341,2008 
tisrilanka.org,319,2004-08-31 0:00:00,6663,2004 
toko.lk,19,2020-01-13 0:00:00,1050,2020 
topjobs.lk,1009,2006-11-05 0:00:00,5867,2006 
transexpress.lk,3,2021-12-26 0:00:00,337,2021 
travelsrilanka.ch,84,2012-02-25 0:00:00,3929,2012 
treasury.gov.lk,1808,2003-07-16 0:00:00,7075,2003 
trueceylon.lk,78,2016-04-11 0:00:00,2422,2016 
truenews.lk,88,2019-02-14 0:00:00,1383,2019 
trulysrilanka.com,126,2009-02-23 0:00:00,5026,2009 
trv.lk,21,2018-07-21 0:00:00,1591,2018 
tryaksh.lk,15,2017-05-06 0:00:00,2032,2017 
ttvnews.lk,120,2018-06-15 0:00:00,1627,2018 
tvslankadealerhub.com,3,2020-02-24 0:00:00,1008,2020 
tyrebass.lk,9,2020-08-04 0:00:00,846,2020 
tyreshoponline.lk,35,2020-08-05 0:00:00,845,2020 
ubuy.com.lk,33,2020-06-13 0:00:00,898,2020 
viswamcampus.edu.lk,2,2021-12-29 0:00:00,334,2021 
vitawell.lk,131,2015-12-21 0:00:00,2534,2015 
voguejewellers.lk,119,2018-04-09 0:00:00,1694,2018 
w3campus.lk,3,2021-01-16 0:00:00,681,2021 
wasi.lk,627,2013-06-15 0:00:00,3453,2013 
waterboard.lk,895,2003-04-30 0:00:00,7152,2003 
wealthtrust.lk,61,2013-01-20 0:00:00,3599,2013 
welendan.lk,1,2022-10-21 0:00:00,38,2022 
wht.lk,22,2012-12-09 0:00:00,3641,2012 
wijeyadigital.lk,131,2015-08-24 0:00:00,2653,2015 
wycherleygampaha.lk,26,2019-09-17 0:00:00,1168,2019 
xmobile.lk,3,2021-02-24 0:00:00,642,2021 
yesman.lk,26,2019-09-21 0:00:00,1164,2019 
yo.lk,169,2008-07-17 0:00:00,5247,2008 
zoom.lk,1392,2011-01-04 0:00:00,4346,2011 